network,latitude,longitude
45.56.90.0/24,38,-122
45.56.91.0/24,38,-122
45.56.92.0/24,38,-122
45.56.93.0/24,38,-122
45.56.94.0/24,38,-122
45.56.95.0/24,38,-122
45.56.96.0/24,41,-74
45.56.97.0/24,41,-74
45.56.98.0/24,41,-74
45.56.99.0/24,41,-74
45.56.100.0/24,41,-74
45.56.101.0/24,41,-74
45.56.102.0/24,41,-74
45.56.103.0/24,41,-74
45.56.104.0/24,41,-74
45.56.105.0/24,41,-74
45.56.106.0/24,41,-74
45.56.107.0/24,41,-74
45.56.108.0/24,41,-74
45.56.109.0/24,41,-74
45.56.110.0/24,41,-74
45.56.111.0/24,41,-74
45.56.64.0/24,33,-97
45.56.65.0/24,33,-97
45.56.66.0/24,33,-97
45.56.67.0/24,33,-97
45.56.68.0/24,33,-97
45.56.69.0/24,33,-97
45.56.70.0/24,33,-97
45.56.71.0/24,33,-97
45.56.72.0/24,33,-97
45.56.73.0/24,33,-97
45.56.74.0/24,33,-97
45.56.75.0/24,33,-97
45.56.76.0/24,33,-97
45.56.77.0/24,33,-97
45.56.78.0/24,33,-97
45.56.79.0/24,33,-97
45.56.112.0/24,34,-84
45.56.113.0/24,34,-84
45.56.114.0/24,34,-84
45.56.115.0/24,34,-84
45.56.116.0/24,34,-84
45.56.117.0/24,34,-84
45.56.118.0/24,34,-84
45.56.119.0/24,34,-84
45.56.120.0/24,33,-97
45.56.121.0/24,33,-97
45.56.122.0/24,33,-97
45.56.123.0/24,33,-97
45.56.124.0/24,33,-97
45.56.125.0/24,33,-97
45.56.126.0/24,33,-97
45.56.127.0/24,33,-97
45.33.0.0/24,33,-97
45.33.1.0/24,33,-97
45.33.2.0/24,33,-97
45.33.3.0/24,33,-97
45.33.4.0/24,33,-97
45.33.5.0/24,33,-97
45.33.6.0/24,33,-97
45.33.7.0/24,33,-97
45.33.8.0/24,33,-97
45.33.9.0/24,33,-97
45.33.10.0/24,33,-97
45.33.11.0/24,33,-97
45.33.12.0/24,33,-97
45.33.13.0/24,33,-97
45.33.14.0/24,33,-97
45.33.15.0/24,33,-97
45.33.16.0/24,33,-97
45.33.17.0/24,33,-97
45.33.18.0/24,33,-97
45.33.19.0/24,33,-97
45.33.20.0/24,33,-97
45.33.21.0/24,33,-97
45.33.22.0/24,33,-97
45.33.23.0/24,33,-97
45.33.24.0/24,33,-97
45.33.25.0/24,33,-97
45.33.26.0/24,33,-97
45.33.27.0/24,33,-97
45.33.28.0/24,33,-97
45.33.29.0/24,33,-97
45.33.30.0/24,33,-97
45.33.31.0/24,33,-97
45.33.32.0/24,38,-122
45.33.33.0/24,38,-122
45.33.34.0/24,38,-122
45.33.35.0/24,38,-122
45.33.36.0/24,38,-122
45.33.37.0/24,38,-122
45.33.38.0/24,38,-122
45.33.39.0/24,38,-122
45.33.40.0/24,38,-122
45.33.41.0/24,38,-122
45.33.42.0/24,38,-122
45.33.43.0/24,38,-122
45.33.44.0/24,38,-122
45.33.45.0/24,38,-122
45.33.46.0/24,38,-122
45.33.47.0/24,38,-122
45.33.48.0/24,38,-122
45.33.49.0/24,38,-122
45.33.50.0/24,38,-122
45.33.51.0/24,38,-122
45.33.52.0/24,38,-122
45.33.53.0/24,38,-122
45.33.54.0/24,38,-122
45.33.55.0/24,38,-122
45.33.56.0/24,38,-122
45.33.57.0/24,38,-122
45.33.58.0/24,38,-122
45.33.59.0/24,38,-122
45.33.60.0/24,38,-122
45.33.61.0/24,38,-122
45.33.62.0/24,38,-122
45.33.63.0/24,38,-122
45.33.64.0/24,41,-74
45.33.65.0/24,41,-74
45.33.66.0/24,41,-74
45.33.67.0/24,41,-74
45.33.68.0/24,41,-74
45.33.69.0/24,41,-74
45.33.70.0/24,41,-74
45.33.71.0/24,41,-74
45.33.72.0/24,41,-74
45.33.73.0/24,41,-74
45.33.74.0/24,41,-74
45.33.75.0/24,41,-74
45.33.76.0/24,41,-74
45.33.77.0/24,41,-74
45.33.78.0/24,41,-74
45.33.79.0/24,41,-74
45.33.80.0/24,41,-74
45.33.81.0/24,41,-74
45.33.82.0/24,41,-74
45.33.83.0/24,41,-74
45.33.84.0/24,41,-74
45.33.85.0/24,41,-74
45.33.86.0/24,41,-74
45.33.87.0/24,41,-74
45.33.88.0/24,41,-74
45.33.89.0/24,41,-74
45.33.90.0/24,41,-74
45.33.91.0/24,41,-74
45.33.92.0/24,41,-74
45.33.93.0/24,41,-74
45.33.94.0/24,41,-74
45.33.95.0/24,41,-74
45.33.96.0/24,34,-84
45.33.97.0/24,34,-84
45.33.98.0/24,34,-84
45.33.99.0/24,34,-84
45.33.100.0/24,34,-84
45.33.101.0/24,34,-84
45.33.102.0/24,34,-84
45.33.103.0/24,34,-84
45.33.112.0/24,33,-97
45.33.113.0/24,33,-97
45.33.114.0/24,33,-97
45.33.115.0/24,33,-97
45.33.116.0/24,33,-97
45.33.117.0/24,33,-97
45.33.118.0/24,33,-97
45.33.119.0/24,33,-97
45.33.120.0/24,33,-97
45.33.121.0/24,33,-97
45.33.122.0/24,33,-97
45.33.123.0/24,33,-97
45.33.124.0/24,33,-97
45.33.125.0/24,33,-97
45.33.126.0/24,33,-97
45.33.127.0/24,33,-97
45.79.0.0/24,33,-97
45.79.1.0/24,33,-97
45.79.2.0/24,33,-97
45.79.3.0/24,33,-97
45.79.4.0/24,33,-97
45.79.5.0/24,33,-97
45.79.6.0/24,33,-97
45.79.7.0/24,33,-97
45.79.8.0/24,33,-97
45.79.9.0/24,33,-97
45.79.10.0/24,33,-97
45.79.11.0/24,33,-97
45.79.13.0/24,33,-97
45.79.14.0/24,33,-97
45.79.15.0/24,33,-97
45.79.16.0/24,33,-97
45.79.17.0/24,33,-97
45.79.18.0/24,33,-97
45.79.19.0/24,33,-97
45.79.20.0/24,33,-97
45.79.21.0/24,33,-97
45.79.22.0/24,33,-97
45.79.23.0/24,33,-97
45.79.24.0/24,33,-97
45.79.25.0/24,33,-97
45.79.26.0/24,33,-97
45.79.27.0/24,33,-97
45.79.28.0/24,33,-97
45.79.29.0/24,33,-97
45.79.30.0/24,33,-97
45.79.31.0/24,33,-97
45.79.32.0/24,33,-97
45.79.33.0/24,33,-97
45.79.34.0/24,33,-97
45.79.35.0/24,33,-97
45.79.36.0/24,33,-97
45.79.37.0/24,33,-97
45.79.38.0/24,33,-97
45.79.39.0/24,33,-97
45.79.40.0/24,33,-97
45.79.41.0/24,33,-97
45.79.42.0/24,33,-97
45.79.43.0/24,33,-97
45.79.44.0/24,33,-97
45.79.45.0/24,33,-97
45.79.46.0/24,33,-97
45.79.47.0/24,33,-97
45.79.48.0/24,33,-97
45.79.49.0/24,33,-97
45.79.50.0/24,33,-97
45.79.51.0/24,33,-97
45.79.52.0/24,33,-97
45.79.53.0/24,33,-97
45.79.54.0/24,33,-97
45.79.55.0/24,33,-97
45.79.56.0/24,33,-97
45.79.57.0/24,33,-97
45.79.58.0/24,33,-97
45.79.59.0/24,33,-97
45.79.128.0/24,41,-74
45.79.129.0/24,41,-74
45.79.130.0/24,41,-74
45.79.131.0/24,41,-74
45.79.132.0/24,41,-74
45.79.133.0/24,41,-74
45.79.134.0/24,41,-74
45.79.135.0/24,41,-74
45.79.136.0/24,41,-74
45.79.137.0/24,41,-74
45.79.138.0/24,41,-74
45.79.139.0/24,41,-74
45.79.140.0/24,41,-74
45.79.141.0/24,41,-74
45.79.142.0/24,41,-74
45.79.143.0/24,41,-74
45.79.144.0/24,41,-74
45.79.145.0/24,41,-74
45.79.146.0/24,41,-74
45.79.147.0/24,41,-74
45.79.148.0/24,41,-74
45.79.149.0/24,41,-74
45.79.150.0/24,41,-74
45.79.151.0/24,41,-74
45.79.152.0/24,41,-74
45.79.153.0/24,41,-74
45.79.154.0/24,41,-74
45.79.155.0/24,41,-74
45.79.156.0/24,41,-74
45.79.157.0/24,41,-74
45.79.158.0/24,41,-74
45.79.159.0/24,41,-74
45.79.160.0/24,41,-74
45.79.161.0/24,41,-74
45.79.162.0/24,41,-74
45.79.163.0/24,41,-74
45.79.164.0/24,41,-74
45.79.165.0/24,41,-74
45.79.166.0/24,41,-74
45.79.167.0/24,41,-74
45.79.168.0/24,41,-74
45.79.169.0/24,41,-74
45.79.170.0/24,41,-74
45.79.171.0/24,41,-74
45.79.172.0/24,41,-74
45.79.173.0/24,41,-74
45.79.174.0/24,41,-74
45.79.175.0/24,41,-74
45.79.176.0/24,41,-74
45.79.177.0/24,41,-74
45.79.178.0/24,41,-74
45.79.179.0/24,41,-74
45.79.180.0/24,41,-74
45.79.181.0/24,41,-74
45.79.182.0/24,41,-74
45.79.183.0/24,41,-74
45.79.184.0/24,41,-74
45.79.185.0/24,41,-74
45.79.186.0/24,41,-74
45.79.187.0/24,41,-74
45.79.188.0/24,41,-74
45.79.189.0/24,41,-74
45.79.190.0/24,41,-74
45.79.191.0/24,41,-74
45.79.192.0/24,34,-84
45.79.193.0/24,34,-84
45.79.194.0/24,34,-84
45.79.195.0/24,34,-84
45.79.196.0/24,34,-84
45.79.197.0/24,34,-84
45.79.198.0/24,34,-84
45.79.199.0/24,34,-84
45.79.200.0/24,34,-84
45.79.201.0/24,34,-84
45.79.202.0/24,34,-84
45.79.203.0/24,34,-84
45.79.204.0/24,34,-84
45.79.205.0/24,34,-84
45.79.206.0/24,34,-84
45.79.207.0/24,34,-84
45.79.64.0/24,38,-122
45.79.65.0/24,38,-122
45.79.66.0/24,38,-122
45.79.67.0/24,38,-122
45.79.68.0/24,38,-122
45.79.69.0/24,38,-122
45.79.70.0/24,38,-122
45.79.71.0/24,38,-122
45.79.72.0/24,38,-122
45.79.73.0/24,38,-122
45.79.74.0/24,38,-122
45.79.75.0/24,38,-122
45.79.76.0/24,38,-122
45.79.77.0/24,38,-122
45.79.78.0/24,38,-122
45.79.79.0/24,38,-122
45.79.80.0/24,38,-122
45.79.81.0/24,38,-122
45.79.82.0/24,38,-122
45.79.83.0/24,38,-122
45.79.84.0/24,38,-122
45.79.85.0/24,38,-122
45.79.86.0/24,38,-122
45.79.87.0/24,38,-122
45.79.88.0/24,38,-122
45.79.89.0/24,38,-122
45.79.90.0/24,38,-122
45.79.91.0/24,38,-122
45.79.92.0/24,38,-122
45.79.93.0/24,38,-122
45.79.94.0/24,38,-122
45.79.95.0/24,38,-122
45.79.96.0/24,38,-122
45.79.97.0/24,38,-122
45.79.98.0/24,38,-122
45.79.99.0/24,38,-122
45.79.100.0/24,38,-122
45.79.101.0/24,38,-122
45.79.102.0/24,38,-122
45.79.103.0/24,38,-122
45.79.104.0/24,38,-122
45.79.105.0/24,38,-122
45.79.106.0/24,38,-122
45.79.107.0/24,38,-122
45.79.108.0/24,38,-122
45.79.109.0/24,38,-122
45.79.110.0/24,38,-122
45.79.111.0/24,38,-122
45.79.112.0/24,38,-122
45.79.113.0/24,38,-122
45.79.114.0/24,38,-122
45.79.115.0/24,38,-122
45.79.116.0/24,44,-79
45.79.117.0/24,19,73
45.79.118.0/24,-34,151
45.79.120.0/24,19,73
45.79.121.0/24,19,73
45.79.122.0/24,19,73
45.79.123.0/24,19,73
45.79.124.0/24,19,73
45.79.125.0/24,19,73
45.79.126.0/24,19,73
45.79.127.0/24,19,73
45.79.208.0/24,34,-84
45.79.209.0/24,34,-84
45.79.210.0/24,34,-84
45.79.211.0/24,34,-84
45.79.212.0/24,34,-84
45.79.213.0/24,34,-84
45.79.214.0/24,34,-84
45.79.215.0/24,34,-84
45.79.216.0/24,34,-84
45.79.217.0/24,34,-84
45.79.218.0/24,34,-84
45.79.219.0/24,34,-84
45.79.220.0/24,34,-84
45.79.221.0/24,34,-84
45.79.222.0/24,34,-84
45.79.223.0/24,34,-84
45.79.224.0/24,38,-122
45.79.225.0/24,38,-122
45.79.226.0/24,38,-122
45.79.227.0/24,38,-122
45.79.228.0/24,38,-122
45.79.236.0/24,-34,151
45.79.237.0/24,-34,151
45.79.238.0/24,-34,151
45.79.239.0/24,-34,151
45.79.248.0/24,50,9
45.79.249.0/24,50,9
45.79.250.0/24,50,9
45.79.251.0/24,50,9
45.79.252.0/24,34,-84
45.79.253.0/24,34,-84
139.162.128.0/24,50,9
139.162.130.0/24,50,9
139.162.131.0/24,50,9
139.162.132.0/24,50,9
139.162.133.0/24,50,9
139.162.134.0/24,50,9
139.162.135.0/24,50,9
139.162.136.0/24,50,9
139.162.137.0/24,50,9
139.162.138.0/24,50,9
139.162.139.0/24,50,9
45.33.104.0/24,38,-122
45.33.105.0/24,38,-122
45.33.106.0/24,38,-122
45.33.107.0/24,38,-122
45.33.108.0/24,38,-122
45.33.109.0/24,38,-122
45.33.110.0/24,38,-122
45.33.111.0/24,38,-122
172.104.32.0/24,1,104
172.104.33.0/24,1,104
172.104.34.0/24,1,104
172.104.35.0/24,1,104
172.104.36.0/24,1,104
172.104.39.0/24,1,104
172.104.40.0/24,1,104
172.104.41.0/24,1,104
172.104.42.0/24,1,104
172.104.43.0/24,1,104
172.104.44.0/24,1,104
172.104.45.0/24,1,104
172.104.46.0/24,1,104
172.104.47.0/24,1,104
172.104.48.0/24,1,104
172.104.49.0/24,1,104
172.104.50.0/24,1,104
172.104.51.0/24,1,104
172.104.52.0/24,1,104
172.104.53.0/24,1,104
172.104.54.0/24,1,104
172.104.55.0/24,1,104
172.104.56.0/24,1,104
172.104.57.0/24,1,104
172.104.58.0/24,1,104
172.104.59.0/24,1,104
172.104.60.0/24,1,104
172.104.61.0/24,1,104
172.104.62.0/24,1,104
172.104.63.0/24,1,104
172.104.128.0/24,50,9
172.104.129.0/24,50,9
172.104.130.0/24,50,9
172.104.131.0/24,50,9
172.104.132.0/24,50,9
172.104.133.0/24,50,9
172.104.134.0/24,50,9
172.104.135.0/24,50,9
172.104.136.0/24,50,9
172.104.137.0/24,50,9
172.104.138.0/24,50,9
172.104.139.0/24,50,9
172.104.140.0/24,50,9
172.104.141.0/24,50,9
172.104.142.0/24,50,9
172.104.143.0/24,50,9
172.104.144.0/24,50,9
172.104.145.0/24,50,9
172.104.146.0/24,50,9
172.104.147.0/24,50,9
172.104.148.0/24,50,9
172.104.149.0/24,50,9
172.104.150.0/24,50,9
172.104.151.0/24,50,9
172.104.152.0/24,50,9
172.104.153.0/24,50,9
172.104.154.0/24,50,9
172.104.155.0/24,50,9
172.104.156.0/24,50,9
172.104.157.0/24,50,9
172.104.158.0/24,50,9
172.104.159.0/24,50,9
172.104.64.0/24,36,140
172.104.65.0/24,36,140
172.104.66.0/24,36,140
172.104.67.0/24,36,140
172.104.68.0/24,36,140
172.104.69.0/24,36,140
172.104.70.0/24,36,140
172.104.71.0/24,36,140
172.104.72.0/24,36,140
172.104.73.0/24,36,140
172.104.74.0/24,36,140
172.104.75.0/24,36,140
172.104.76.0/24,36,140
172.104.77.0/24,36,140
172.104.78.0/24,36,140
172.104.79.0/24,36,140
172.104.80.0/24,36,140
172.104.81.0/24,36,140
172.104.82.0/24,36,140
172.104.83.0/24,36,140
172.104.84.0/24,36,140
172.104.85.0/24,36,140
172.104.86.0/24,36,140
172.104.87.0/24,36,140
172.104.88.0/24,36,140
172.104.89.0/24,36,140
172.104.90.0/24,36,140
172.104.91.0/24,36,140
172.104.92.0/24,36,140
172.104.93.0/24,36,140
172.104.94.0/24,36,140
172.104.95.0/24,36,140
172.104.96.0/24,36,140
172.104.97.0/24,36,140
172.104.98.0/24,36,140
172.104.99.0/24,36,140
172.104.100.0/24,36,140
172.104.101.0/24,36,140
172.104.102.0/24,36,140
172.104.103.0/24,36,140
172.104.104.0/24,36,140
172.104.105.0/24,36,140
172.104.106.0/24,36,140
172.104.107.0/24,36,140
172.104.108.0/24,36,140
172.104.109.0/24,36,140
172.104.110.0/24,36,140
172.104.111.0/24,36,140
172.104.112.0/24,36,140
172.104.113.0/24,36,140
172.104.114.0/24,36,140
172.104.115.0/24,36,140
172.104.116.0/24,36,140
172.104.117.0/24,36,140
172.104.118.0/24,36,140
172.104.119.0/24,36,140
172.104.120.0/24,36,140
172.104.121.0/24,36,140
172.104.122.0/24,36,140
172.104.123.0/24,36,140
172.104.124.0/24,36,140
172.104.125.0/24,36,140
172.104.126.0/24,36,140
172.104.127.0/24,36,140
172.104.4.0/24,41,-74
172.104.5.0/24,41,-74
172.104.6.0/24,41,-74
172.104.7.0/24,41,-74
172.104.8.0/24,41,-74
172.104.9.0/24,41,-74
172.104.10.0/24,41,-74
172.104.11.0/24,41,-74
172.104.12.0/24,41,-74
172.104.13.0/24,41,-74
172.104.14.0/24,41,-74
172.104.15.0/24,41,-74
172.104.160.0/24,1,104
172.104.161.0/24,1,104
172.104.162.0/24,1,104
172.104.163.0/24,1,104
172.104.164.0/24,1,104
172.104.165.0/24,1,104
172.104.166.0/24,1,104
172.104.167.0/24,1,104
172.104.168.0/24,1,104
172.104.169.0/24,1,104
172.104.170.0/24,1,104
172.104.171.0/24,1,104
172.104.172.0/24,1,104
172.104.173.0/24,1,104
172.104.174.0/24,1,104
172.104.175.0/24,1,104
172.104.176.0/24,1,104
172.104.177.0/24,1,104
172.104.178.0/24,1,104
172.104.179.0/24,1,104
172.104.180.0/24,1,104
172.104.181.0/24,1,104
172.104.182.0/24,1,104
172.104.183.0/24,1,104
172.104.184.0/24,1,104
172.104.185.0/24,1,104
172.104.186.0/24,1,104
172.104.187.0/24,1,104
172.104.188.0/24,1,104
172.104.189.0/24,1,104
172.104.190.0/24,1,104
172.104.191.0/24,1,104
172.104.16.0/24,41,-74
172.104.17.0/24,41,-74
172.104.18.0/24,41,-74
172.104.19.0/24,41,-74
172.104.20.0/24,41,-74
172.104.21.0/24,41,-74
172.104.22.0/24,41,-74
172.104.23.0/24,41,-74
172.104.24.0/24,41,-74
172.104.25.0/24,41,-74
172.104.26.0/24,41,-74
172.104.27.0/24,41,-74
172.104.28.0/24,41,-74
172.104.29.0/24,41,-74
172.104.30.0/24,41,-74
172.104.31.0/24,41,-74
172.104.192.0/24,33,-97
172.104.193.0/24,33,-97
172.104.194.0/24,33,-97
172.104.195.0/24,33,-97
172.104.196.0/24,33,-97
172.104.197.0/24,33,-97
172.104.198.0/24,33,-97
172.104.199.0/24,33,-97
172.104.224.0/24,50,9
172.104.225.0/24,50,9
172.104.226.0/24,50,9
172.104.227.0/24,50,9
172.104.228.0/24,50,9
172.104.229.0/24,50,9
172.104.230.0/24,50,9
172.104.232.0/24,50,9
172.104.233.0/24,50,9
172.104.234.0/24,50,9
172.104.235.0/24,50,9
172.104.236.0/24,50,9
172.104.237.0/24,50,9
172.104.238.0/24,50,9
172.104.239.0/24,50,9
172.104.240.0/24,50,9
172.104.241.0/24,50,9
172.104.242.0/24,50,9
172.104.243.0/24,50,9
172.104.244.0/24,50,9
172.104.245.0/24,50,9
172.104.246.0/24,50,9
172.104.247.0/24,50,9
172.104.248.0/24,50,9
172.104.249.0/24,50,9
172.104.250.0/24,50,9
172.104.251.0/24,50,9
172.104.252.0/24,50,9
172.104.253.0/24,50,9
172.105.192.0/24,36,140
172.105.193.0/24,36,140
172.105.194.0/24,36,140
172.105.195.0/24,36,140
172.105.196.0/24,36,140
172.105.197.0/24,36,140
172.105.198.0/24,36,140
172.105.199.0/24,36,140
172.105.200.0/24,36,140
172.105.201.0/24,36,140
172.105.202.0/24,36,140
172.105.203.0/24,36,140
172.105.204.0/24,36,140
172.105.205.0/24,36,140
172.105.206.0/24,36,140
172.105.207.0/24,36,140
172.105.208.0/24,36,140
172.105.209.0/24,36,140
172.105.210.0/24,36,140
172.105.211.0/24,36,140
172.105.212.0/24,36,140
172.105.213.0/24,36,140
172.105.214.0/24,36,140
172.105.215.0/24,36,140
172.105.216.0/24,36,140
172.105.217.0/24,36,140
172.105.218.0/24,36,140
172.105.219.0/24,36,140
172.105.220.0/24,36,140
172.105.221.0/24,36,140
172.105.222.0/24,36,140
172.105.223.0/24,36,140
172.105.224.0/24,36,140
172.105.225.0/24,36,140
172.105.226.0/24,36,140
172.105.227.0/24,36,140
172.105.228.0/24,36,140
172.105.229.0/24,36,140
172.105.230.0/24,36,140
172.105.231.0/24,36,140
172.105.232.0/24,36,140
172.105.233.0/24,36,140
172.105.234.0/24,36,140
172.105.235.0/24,36,140
172.105.236.0/24,36,140
172.105.237.0/24,36,140
172.105.238.0/24,36,140
172.105.239.0/24,36,140
172.105.240.0/24,36,140
172.105.241.0/24,36,140
172.105.242.0/24,36,140
172.105.243.0/24,36,140
172.105.244.0/24,50,9
172.105.245.0/24,50,9
172.105.246.0/24,50,9
172.105.247.0/24,50,9
172.105.248.0/24,50,9
172.105.249.0/24,50,9
172.105.250.0/24,50,9
172.105.251.0/24,50,9
172.105.252.0/24,19,73
172.105.253.0/24,19,73
172.105.254.0/24,-34,151
172.105.255.0/24,-34,151
172.104.200.0/24,41,-74
172.104.202.0/24,50,9
172.104.203.0/24,50,9
172.104.205.0/24,50,9
172.104.206.0/24,19,73
172.104.207.0/24,19,73
172.104.208.0/24,41,-74
172.104.209.0/24,41,-74
172.104.210.0/24,41,-74
172.104.211.0/24,41,-74
172.104.212.0/24,41,-74
172.104.213.0/24,41,-74
172.104.214.0/24,41,-74
172.104.215.0/24,41,-74
172.104.216.0/24,41,-74
172.104.217.0/24,41,-74
172.104.218.0/24,41,-74
172.104.219.0/24,41,-74
172.105.128.0/24,41,-74
172.105.129.0/24,41,-74
172.105.138.0/24,38,-122
172.105.139.0/24,38,-122
172.105.134.0/24,34,-84
172.105.135.0/24,34,-84
172.105.136.0/24,33,-97
172.105.137.0/24,33,-97
172.105.145.0/24,40,-75
172.105.0.0/24,44,-79
172.105.3.0/24,44,-79
172.105.4.0/24,44,-79
172.105.5.0/24,44,-79
172.105.6.0/24,44,-79
172.105.7.0/24,44,-79
172.105.8.0/24,44,-79
172.105.9.0/24,44,-79
172.105.10.0/24,44,-79
172.105.11.0/24,44,-79
172.105.13.0/24,44,-79
172.105.14.0/24,44,-79
172.105.15.0/24,44,-79
172.105.16.0/24,44,-79
172.105.17.0/24,44,-79
172.105.18.0/24,44,-79
172.105.19.0/24,44,-79
172.105.20.0/24,44,-79
172.105.21.0/24,44,-79
172.105.22.0/24,44,-79
172.105.23.0/24,44,-79
172.105.24.0/24,44,-79
172.105.25.0/24,44,-79
172.105.26.0/24,44,-79
172.105.27.0/24,44,-79
172.105.28.0/24,44,-79
172.105.29.0/24,44,-79
172.105.30.0/24,44,-79
172.105.33.0/24,19,73
172.105.34.0/24,19,73
172.105.35.0/24,19,73
172.105.36.0/24,19,73
172.105.37.0/24,19,73
172.105.38.0/24,19,73
172.105.39.0/24,19,73
172.105.40.0/24,19,73
172.105.41.0/24,19,73
172.105.42.0/24,19,73
172.105.43.0/24,19,73
172.105.47.0/24,19,73
172.105.48.0/24,19,73
172.105.49.0/24,19,73
172.105.50.0/24,19,73
172.105.51.0/24,19,73
172.105.52.0/24,19,73
172.105.53.0/24,19,73
172.105.54.0/24,19,73
172.105.55.0/24,19,73
172.105.56.0/24,19,73
172.105.57.0/24,19,73
172.105.58.0/24,19,73
172.105.59.0/24,19,73
172.105.60.0/24,19,73
172.105.61.0/24,19,73
172.105.62.0/24,19,73
172.105.63.0/24,19,73
172.105.64.0/24,50,9
172.105.65.0/24,50,9
172.105.66.0/24,50,9
172.105.67.0/24,50,9
172.105.68.0/24,50,9
172.105.69.0/24,50,9
172.105.70.0/24,50,9
172.105.71.0/24,50,9
172.105.72.0/24,50,9
172.105.73.0/24,50,9
172.105.74.0/24,50,9
172.105.75.0/24,50,9
172.105.76.0/24,50,9
172.105.77.0/24,50,9
172.105.78.0/24,50,9
172.105.79.0/24,50,9
172.105.80.0/24,50,9
172.105.81.0/24,50,9
172.105.82.0/24,50,9
172.105.83.0/24,50,9
172.105.84.0/24,50,9
172.105.85.0/24,50,9
172.105.86.0/24,50,9
172.105.87.0/24,50,9
172.105.88.0/24,50,9
172.105.89.0/24,50,9
172.105.90.0/24,50,9
172.105.91.0/24,50,9
172.105.92.0/24,50,9
172.105.93.0/24,50,9
172.105.94.0/24,50,9
172.105.95.0/24,50,9
172.105.96.0/24,44,-79
172.105.97.0/24,44,-79
172.105.98.0/24,44,-79
172.105.99.0/24,44,-79
172.105.100.0/24,44,-79
172.105.101.0/24,44,-79
172.105.102.0/24,44,-79
172.105.103.0/24,44,-79
172.105.104.0/24,44,-79
172.105.105.0/24,44,-79
172.105.106.0/24,44,-79
172.105.107.0/24,44,-79
172.105.108.0/24,44,-79
172.105.109.0/24,44,-79
172.105.110.0/24,44,-79
172.105.111.0/24,44,-79
172.105.112.0/24,1,104
172.105.113.0/24,1,104
172.105.114.0/24,1,104
172.105.115.0/24,1,104
172.105.116.0/24,1,104
172.105.117.0/24,1,104
172.105.118.0/24,1,104
172.105.119.0/24,1,104
172.105.120.0/24,1,104
172.105.121.0/24,1,104
172.105.122.0/24,1,104
172.105.123.0/24,1,104
172.105.124.0/24,1,104
172.105.125.0/24,1,104
172.105.126.0/24,1,104
172.105.127.0/24,1,104
172.105.161.0/24,-34,151
172.105.162.0/24,-34,151
172.105.163.0/24,-34,151
172.105.166.0/24,-34,151
172.105.167.0/24,-34,151
172.105.168.0/24,-34,151
172.105.169.0/24,-34,151
172.105.170.0/24,-34,151
172.105.171.0/24,-34,151
172.105.172.0/24,-34,151
172.105.173.0/24,-34,151
172.105.174.0/24,-34,151
172.105.175.0/24,-34,151
172.105.176.0/24,-34,151
172.105.177.0/24,-34,151
172.105.178.0/24,-34,151
172.105.179.0/24,-34,151
172.105.180.0/24,-34,151
172.105.181.0/24,-34,151
172.105.182.0/24,-34,151
172.105.183.0/24,-34,151
172.105.184.0/24,-34,151
172.105.185.0/24,-34,151
172.105.186.0/24,-34,151
172.105.187.0/24,-34,151
172.105.188.0/24,-34,151
172.105.189.0/24,-34,151
172.105.190.0/24,-34,151
172.105.191.0/24,-34,151
172.105.152.0/24,34,-84
172.105.153.0/24,34,-84
172.105.154.0/24,34,-84
172.105.155.0/24,34,-84
172.105.156.0/24,34,-84
172.105.157.0/24,34,-84
172.105.158.0/24,34,-84
172.105.159.0/24,34,-84
172.105.148.0/24,34,-84
172.105.149.0/24,34,-84
172.105.150.0/24,34,-84
172.105.151.0/24,34,-84
139.177.176.0/24,50,9
139.177.177.0/24,50,9
139.177.178.0/24,50,9
139.177.179.0/24,50,9
139.177.180.0/24,50,9
139.177.181.0/24,50,9
139.177.182.0/24,50,9
139.177.183.0/24,50,9
139.177.184.0/24,1,104
139.177.185.0/24,1,104
139.177.186.0/24,1,104
139.177.187.0/24,1,104
139.177.188.0/24,1,104
139.177.189.0/24,1,104
139.177.190.0/24,1,104
139.177.191.0/24,1,104
139.177.192.0/24,44,-79
139.177.193.0/24,44,-79
139.177.194.0/24,44,-79
139.177.195.0/24,44,-79
139.177.196.0/24,44,-79
139.177.197.0/24,44,-79
139.177.198.0/24,44,-79
139.177.199.0/24,44,-79
139.177.200.0/24,34,-84
139.177.201.0/24,34,-84
139.177.202.0/24,34,-84
139.177.203.0/24,34,-84
139.177.204.0/24,34,-84
139.177.205.0/24,34,-84
139.177.206.0/24,34,-84
139.177.207.0/24,34,-84
170.187.144.0/24,34,-84
170.187.145.0/24,34,-84
170.187.146.0/24,34,-84
170.187.147.0/24,34,-84
170.187.148.0/24,34,-84
170.187.149.0/24,34,-84
170.187.150.0/24,34,-84
170.187.151.0/24,34,-84
170.187.152.0/24,34,-84
170.187.153.0/24,34,-84
170.187.154.0/24,34,-84
170.187.155.0/24,34,-84
170.187.156.0/24,34,-84
170.187.157.0/24,34,-84
170.187.158.0/24,34,-84
170.187.159.0/24,34,-84
170.187.224.0/24,1,104
170.187.225.0/24,1,104
170.187.226.0/24,1,104
170.187.227.0/24,1,104
170.187.228.0/24,1,104
170.187.229.0/24,1,104
170.187.230.0/24,1,104
170.187.231.0/24,1,104
